COWNum,COWID,StateName,OtherName,ISD_Category,Region,Start,Start_Am,EStart,EStart_Am,Declare,DecDate,Population,PopDate,PopAm,PopulationHigh,PopulationLow,StartType,StartType_Am,StartSettle,End,End_Am,EndType,EndType_Am,EndSettle,Sovereignty_Am,EuroDip,Borders,Borders_Am,Latitude,Longitude,Capital,VioStart,VioStart_Am,VioEnd,VioEnd_Am,DestinationA,DestinationB,DestinationC,DestinationD,DestinationE,DestinationF,DestinationG,DestinationH,DestinationI,DestinationJ,DestinationK,DestinationL,DestinationM,DestinationN,DestinationO,DestinationP,DestinationQ,DestinationR,DestinationS,DestinationT,DestinationU
310,HUN,Hungary,-9,1,5,1918-11-16,0,-9,-9,1,16-11-1918,7'950'000,1920,0,-9,-9,3,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,47 26 0 N,19 15 0 E,Budapest,1,0,-9,-9,310,,,,,,,,,,,,,,,,,,,,
7702,HUZ,Hunza,-9,3,2,1816-01-01,0,1600,1,0,-9,10000,1890,1,-9,-9,-9,1,-9,1891-12-31,0,1,0,-9,1,-9,0,1,36 19 58.8 N,74 39 57.6 E,Baltit,-9,1,1,0,770,,,,,,,,,,,,,,,,,,,,
4769,IBA,Ibadan Empire,-9,3,1,1862-01-01,0,-9,-9,0,-9,500000,1850,0,-9,60000,1,0,0,1893-12-31,0,1,0,1,0,1,0,0,7 22 35.5 N,3 56 26.0 E,Ibadan,1,0,1,0,475,,,,,,,,,,,,,,,,,,,,
395,ICE,Iceland,-9,1,5,1944-06-17,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
4742,IGA,Igala Kingdom,Egarra(h) Kingdom,3,1,1816-01-01,0,1717,1,-9,-9,60000,1833,0,-9,60000,2,0,0,1886-12-31,0,1,0,0,0,1,0,0,07 05 00 N,6 45 00 E,Idah,1,0,1,0,475,,,,,,,,,,,,,,,,,,,,
4772,IJA,Ijaye,Ijaye-Kurunmi (or Kurumi),3,1,1832-01-01,1,-9,-9,0,-9,100000,1850,0,-9,-9,3,1,0,1862-12-31,0,2,0,0,0,1,0,0,6 37 23.6 N,3 19 51.3 E,,1,0,1,0,475,,,,,,,,,,,,,,,,,,,,
4773,IBU,Ijebu,Ijebu-Ode,3,1,1816-01-01,0,1400,1,0,-9,100000,1850,0,200000,-9,6,1,-9,1892-05-15,0,1,0,0,0,1,0,0,6 49 25.3 N,3 55 19.9 E,Ijebu Ode,0,1,1,0,475,,,,,,,,,,,,,,,,,,,,
4774,IJE,Ijesa,Ijesa-Ekiti or Ekiti-Ijesa ,3,1,1816-01-01,0,1600,1,0,-9,100000,1863,0,200000,-9,2,1,0,1870-12-31,0,2,0,0,1,1,0,0,7 37 0 N,4 44 0 E,Ilesa,1,0,1,0,475,,,,,,,,,,,,,,,,,,,,
4771,IFE,Ile Ife,Ife Kingdom,3,1,1816-01-01,0,1350,1,-9,-9,150000,1400,0,-9,-9,1,0,0,1849-12-31,0,2,0,1,0,1,0,0,7 29 25.4 N,4 33 10.6 E,Ife,1,0,1,0,475,,,,,,,,,,,,,,,,,,,,
4756,ILN,Ilorin,,2,1,1816-01-01,0,1796,1,1,1796,40000,1840,0,40000,-9,2,0,0,1824-12-31,1,3,1,1,1,0,0,1,08 30 00 N,04 33 00 E,Ilorin,1,0,0,0,475,,,,,,,,,,,,,,,,,,,,
750,IND,India,-9,1,2,1947-08-15,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
850,INS,Indonesia,-9,1,3,1949-12-27,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
7547,INO,Indore,"(of the) Holkar, Holcar, Indur",1,2,1816-01-01,0,1767,1,-9,-9,525914,1817,0,1054237,-9,2,0,1,1818-01-06,1,1,0,1,0,1,0,1,22 43 0 N,75 50 50 E,Indore,0,1,1,0,750,,,,,,,,,,,,,,,,,,,,
630,IRN,Iran,Persia,1,6,1816-01-01,0,1501,0,0,-9,6'560'000,1820,0,-9,-9,1,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,35 41 21 N,51 23 20 E,Teheran,1,0,-9,-9,630,371,,,,,,,,,,,,,,,,,,,
645,IRQ,Iraq,-9,1,6,1932-10-03,0,-9,-9,0,-9,3'605'000,1930,0,-9,-9,5,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,33 20 0 N,44 23 0 E,Baghdad,0,0,-9,-9,645,,,,,,,,,,,,,,,,,,,,
205,IRE,Ireland,-9,1,5,1922-12-06,0,-9,-9,1,20-01-1919,2'927'000,1930,0,-9,-9,2,0,1,2016-12-31,0,-9,0,-9,0,1,1,0,53 20 59 N,6 15 37 W,Dublin,1,0,-9,-9,205,,,,,,,,,,,,,,,,,,,,
666,ISR,Israel,-9,1,6,1948-05-14,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
325,ITA,Italy,Piedmont,1,5,1816-01-01,0,1815,1,0,-9,3500000,1815,0,-9,-9,2,1,1,2016-12-31,0,-9,-9,-9,0,1,1,0,41 54 0 N,12 30 0 E,Rome,0,0,-9,-9,325,,,,,,,,,,,,,,,,,,,,
437,CDI,Ivory Coast,-9,1,1,1960-08-07,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
674,JBS,Jabal Shammar,"The Shammar Hail (the capital), The Rashidi Emirate",3,6,1836-01-01,0,-9,-9,0,-9,23000,1877,0,-9,-9,6,0,0,1921-12-31,0,2,0,0,0,1,0,0,27 31 0 N,41 41 0 E,Ha'il,0,0,1,0,670,645,663,,,,,,,,,,,,,,,,,,
7512,JPR,Jaipur,"Jeypoor, Jayapura, Jyenagur, Jayanagara, Amber, Dhudar, Dhundhar",1,2,1816-01-01,0,1710,1,1,01-01-1710,1900000,1875,0,3040876,-9,2,0,0,1818-04-02,0,1,0,1,1,1,0,1,26 54 0 N,75 48 0 E,Jaipur,1,1,0,1,750,,,,,,,,,,,,,,,,,,,,
7517,JSM,Jaisalmer,Jaisalmir,3,2,1816-01-01,0,1651,1,0,-9,73700,1875,0,-9,-9,2,1,0,1818-12-31,0,1,0,1,1,1,0,1,26 54 47 N,70 54 54 E,Jaisalmer,0,1,0,1,750,,,,,,,,,,,,,,,,,,,,
51,JAM,Jamaica,-9,1,4,1962-08-06,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
8536,JAM,Jambi,-9,3,3,1816-01-01,0,1500,1,0,-9,60000,1852,0,-9,-9,2,0,0,1834-12-31,0,1,0,0,0,1,0,1,1 35 24 S,103 36 36 E,Jambi,0,1,1,0,850,,,,,,,,,,,,,,,,,,,,
740,JPN,Japan,-9,1,3,1952-04-28,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
740,JPN,Japan,-9,1,3,1816-01-01,0,710,0,0,-9,31'000'000,1820,0,-9,-9,1,0,0,1945-08-15,0,2,0,1,0,1,1,0,35 41 23 N,139 41 32 E,Tokyo,0,0,1,0,740,,,,,,,,,,,,,,,,,,,,
8561,JEM,Jembrana,Djambangrana Djambarana Djembrana,3,3,1849-01-01,1,-9,-9,0,-9,10000,1837,1,-9,-9,2,0,0,1853-12-31,1,1,0,0,1,1,0,1,8 18 0 S,114 40 0 E,,0,0,0,1,850,,,,,,,,,,,,,,,,,,,,
8561,JEM,Jembrana,Djambangrana Djambarana Djembrana,3,3,1818-01-01,1,-9,-9,0,-9,10000,1837,1,-9,-9,3,0,0,1821-12-31,1,2,0,0,1,1,0,1,8 18 0 S,114 40 0 E,,1,1,1,1,850,,,,,,,,,,,,,,,,,,,,
5322,JMK,Jimma-Kakka,Jimma Abba Jifar,2,1,1830-01-01,0,-9,-9,1,01-01-1830,150000,1850,0,-9,-9,1,0,0,1883-12-31,1,2,0,1,0,1,0,1,7 40 28.5 N,36 50 17.4 E,,1,0,0,0,530,,,,,,,,,,,,,,,,,,,,
7516,JOD,Jodhpur,"Marwar, Joudpour, Yuddapoor",1,2,1816-01-01,0,1710,1,-9,-9,1783600,1875,0,1783600,1757681,2,0,0,1818-12-31,0,1,0,1,0,1,0,1,26 16 48 N,73 1 12 E,Jodhpur,1,1,0,1,750,,,,,,,,,,,,,,,,,,,,
8221,JOH,Johore,Johor,1,3,1816-01-01,0,1529,1,0,-9,239000,1839,0,239000,180632,3,1,0,1885-12-31,0,1,0,1,0,1,0,1,1 34 26.4 N,104 1 19.2 E,,1,0,0,0,820,,,,,,,,,,,,,,,,,,,,
4339,JLF,Jolof (Djoloff or Wolof),Wolof Kingdom,3,1,1816-01-01,0,-9,-9,0,-9,100000,1900,0,400000,30000,2,0,0,1885-04-18,0,1,0,1,0,1,0,1,15 35 22.9 N,15 20 32.8 W,Linguère,1,0,1,0,433,,,,,,,,,,,,,,,,,,,,
663,JOR,Jordan,-9,1,6,1946-03-22,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
5309,KAF,Kaffa,"Gonga, Goffa, Kafficho Kingdom",2,1,1816-01-01,0,1700,1,0,-9,200000,1897,0,1000000,160000,1,0,0,1887-09-11,0,2,0,0,0,0,1,0,7 11 59.6 N,36 16 01.3 E,Anderaccha,1,1,1,0,530,,,,,,,,,,,,,,,,,,,,
7588,KLT,Kalat,"Kalat Khanate, Kelat, Killat, Brahui Confederacy, Baloochistan, Balochistan, Baluchistan",2,2,1816-01-01,0,1751,1,0,-9,470336,1901,0,-9,-9,1,1,0,1839-11-13,0,1,1,1,1,1,0,1,29 1 48 N,66 35 20.4 E,Kalat,1,0,1,0,770,,,,,,,,,,,,,,,,,,,,
4763,KNB,Kanem-Bornu,-9,1,1,1816-01-01,0,1472,1,0,-9,5000000,1892,0,10000000,5000000,1,1,0,1893-12-31,0,2,0,0,0,1,0,0,12 07 21.3 N,13 18 38.8 E,Kukawa,1,1,1,0,475,436,483,620,,,,,,,,,,,,,,,,,
7573,KPT,Kapurthala,Kopurthella,1,2,1816-01-01,0,1780,0,0,-9,252617,1881,0,-9,-9,1,1,0,1826-12-31,0,1,0,1,1,1,0,1,31 22 48 N,75 22 48 E,Kapurthala,1,0,1,1,750,,,,,,,,,,,,,,,,,,,,
8541,KRG,Karangasem,Carang-assam,2,3,1816-01-01,0,1675,1,1,-9,60000,1837,0,300000,-9,3,1,0,1849-12-31,0,2,0,0,0,1,0,1,8 23 0 S,115 31 0 E,,0,1,1,0,850,,,,,,,,,,,,,,,,,,,,
4703,KAS,Kasanje,Jaga Kingdom,1,1,1816-01-01,0,1639,1,0,-9,300000,1750,0,1000000,120000,1,0,1,1911-12-31,0,1,0,0,0,1,0,0,9 55 0 S,18 17 1 E,,1,1,1,0,540,,,,,,,,,,,,,,,,,,,,
6844,KAT,Kathiri Sultanate,-9,2,6,1849-01-01,1,1550,1,0,-9,35000,1880,0,-9,-9,1,1,0,1918-12-31,0,1,0,1,0,1,0,1,15 58 0 N,48 47 0 E,Say'un,1,0,0,0,698,679,680,,,,,,,,,,,,,,,,,,
705,KZK,Kazakhstan,-9,1,2,1991-12-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
5517,KAZ,Kazembe,Cazembe Eastern Lunda Kingdom,2,1,1816-01-01,0,1760,1,0,-9,50000,1890,0,500000,50000,2,1,0,1872-12-31,1,2,0,0,1,1,0,0,9 49 03.6 S,28 45 53.0 E,,1,1,1,0,551,490,,,,,,,,,,,,,,,,,,,
8222,KED,Kedah,Kedah Quedah,1,3,1816-01-01,0,1635,1,0,-9,70000,1820,0,100000,-9,2,0,0,1821-12-31,0,1,0,0,1,1,0,1,6 7 42 N,100 21 46 E,Alor Setar,1,0,1,0,820,,,,,,,,,,,,,,,,,,,,
8223,KEL,Kelantan,Calantan,2,3,1816-01-01,0,1800,1,0,-9,300000,1905,0,-9,282751,2,0,0,1902-12-31,1,3,1,1,1,1,0,1,6 8 0 N,102 15 0 E,,1,1,0,0,820,,,,,,,,,,,,,,,,,,,,
501,KEN,Kenya,-9,1,1,1963-12-12,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
4343,KET,Ketu Kingdom,Ketou Kingdom,3,1,1816-01-01,0,1650,0,0,-9,50000,1850,0,-9,15000,1,0,0,1886-12-31,0,2,0,0,0,1,0,0,7 21 36.8 N,2 36 17.1 E,Kétou,1,1,1,0,475,,,,,,,,,,,,,,,,,,,,
7552,KHI,Khaipur,"Khairpur, Khyrpoor, Khyerpoor",1,2,1816-01-01,0,1813,1,0,-9,126962,1872,0,-9,-9,2,1,0,1838-12-24,0,1,0,1,0,1,0,1,27 32 0 N,68 46 0 E,Khairpur,1,1,0,1,770,,,,,,,,,,,,,,,,,,,,
7030,KHV,Khiva,"Khorezm, Khaurezm, Khwarazm",1,2,1816-01-01,0,1511,1,1,21-03-1623,400000,1885,0,750000,400000,2,0,0,1873-08-12,0,2,0,1,0,1,0,1,41 23 0 N,60 22 0 E,Khiva,1,1,1,0,704,701,365,705,,,,,,,,,,,,,,,,,
5104,KWE,Kingdom of Karagwe,Karaqwe,3,1,1816-01-01,0,1500,1,0,-9,29000,1918,1,-9,-9,1,1,0,1891-01-31,0,1,0,0,0,1,1,0,1 30 7 S,30 59 24 E,,0,1,-9,1,510,,,,,,,,,,,,,,,,,,,,
946,KIR,Kiribati,-9,1,3,1979-07-12,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
7514,KSG,Kishangarh,Kishngarh,3,2,1816-01-01,0,1790,1,0,-9,70000,1875,0,-9,-9,2,0,0,1818-12-31,0,1,0,1,1,1,0,1,26 34 12 N,74 52 12 E,Kishangarh,0,0,0,0,750,,,,,,,,,,,,,,,,,,,,
8568,KLU,Klungkung,Kalong-Kong Kloengkoeng Kalungkung Klonkong,3,3,1816-01-01,0,1478,1,0,-9,60000,1837,0,-9,-9,3,0,0,1911-12-31,1,1,0,1,0,1,0,0,8 32 20.12 S,115 24 16.24 E,Semarapura,0,0,1,0,850,,,,,,,,,,,,,,,,,,,,
7010,KOK,Kokand,"Khoquand, Ferghana, Quqonin",2,2,1816-01-01,0,1709,1,1,01-01-1709,750000,1876,0,3000000,800000,2,0,0,1876-02-19,0,2,0,1,0,1,0,1,40 31 43 N,70 56 33 E,Kokand,1,1,1,0,704,703,702,705,365,,,,,,,,,,,,,,,,
4392,KNG,Kong Empire,Dyula Kingdom of Kong Wattara (or Ouattara) Empire,3,1,1816-01-01,0,1750,1,0,-9,-9,-9,1,-9,-9,1,0,0,1889-01-10,0,1,0,1,0,1,0,0,9 9 0 N,4 37 0 W,Kong,1,1,1,0,437,439,,,,,,,,,,,,,,,,,,,
4911,KON,Kongo Kingdom,-9,1,1,1816-01-01,0,1400,1,0,-9,532000,1700,1,3000000,10000,1,0,1,1888-12-31,0,1,0,1,0,1,0,0,6 16 4 S,14 14 53 E,Mbanza-Kongo,1,1,0,1,540,490,484,,,,,,,,,,,,,,,,,,
730,KOR,Korea,"Koryo, Choson",1,3,1816-01-01,0,676,0,0,-9,13500000,1800,0,-9,-9,4,1,0,1905-11-17,0,2,0,0,0,1,1,0,37 34 0 N,126 58 0 E,Seoul,1,0,1,0,732,731,,,,,,,,,,,,,,,,,,,
347,KOS,Kosovo,-9,1,5,2008-02-20,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
7521,KOT,Kotah,"Kota, Kotah Mahajagat",2,2,1816-01-01,0,1771,1,1,01-01-1631,433000,1858,0,436000,-9,2,0,1,1817-12-26,0,1,0,1,1,1,1,1,25 0 0 N,76 10 0 E,Kota,0,1,0,1,750,,,,,,,,,,,,,,,,,,,,
4910,KUB,Kuba,"Bakuba, Bushongo",2,1,1816-01-01,0,1625,1,0,-9,140000,1880,0,160000,120000,1,0,0,1900-12-31,0,1,0,0,0,1,0,1,04 19 49 S,20 35 14 E,,-9,1,1,0,490,,,,,,,,,,,,,,,,,,,,
7004,KUN,Kunduz,"Afghan-Turkestan, Qunduz, Koonduz, Koondooz, Kataghan, Badakhshan",3,2,1816-01-01,0,1815,1,0,-9,1000000,1815,0,-9,-9,1,1,0,1859-12-31,0,1,0,0,1,1,0,1,36 43 43 N,68 52 5 E,Kunduz,1,1,1,0,700,,,,,,,,,,,,,,,,,,,,
8538,KUT,Kutai,Kutei Coti,3,3,1816-01-01,0,1636,1,0,-9,40000,1924,1,-9,-9,6,1,0,1844-12-31,0,1,0,1,1,1,0,1,0 29 0 S,117 18 0 E,,1,1,1,1,850,,,,,,,,,,,,,,,,,,,,
690,KUW,Kuwait,-9,1,6,1961-06-19,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
703,KYR,Kyrgyzstan,-9,1,2,1991-12-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
4044,KBU,Kaabu Empire,"Gabu, Ngabou, N’gabu",3,1,1816-01-01,0,1537,0,1,01-01-1537,-9,-9,1,-9,-9,3,0,0,1867-12-31,0,2,0,0,0,1,0,1,12 17 0 N,14 13 0 W,Kansala,0,0,1,0,404,420,433,,,,,,,,,,,,,,,,,,
4325,KTA,Kaarta,Bamana Kingdom,1,1,1816-01-01,0,1754,1,0,-9,100000,1885,0,300000,-9,2,1,0,1854-12-31,0,2,0,0,0,0,0,1,15 07 25 N,10 34 57.8 W,,1,0,1,0,432,,,,,,,,,,,,,,,,,,,,
6821,LHJ,Lahej Sultanate,Lahj,3,6,1816-01-01,0,1728,1,1,01-01-1728,10000,-9,1,10000,4000,2,0,0,1898-12-31,1,1,0,0,0,1,0,0,13 03 00 N,44 53 00 E,Lahij,1,0,0,0,679,,,,,,,,,,,,,,,,,,,,
812,LAO,Laos,-9,1,3,1953-10-23,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
367,LAT,Latvia,-9,1,5,1991-09-06,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
367,LAT,Latvia,-9,1,5,1918-11-18,0,-9,-9,1,18-11-1918,1'845'000,1920,0,-9,-9,3,0,0,1940-06-16,0,2,0,0,0,1,1,0,56 57 0 N,24 6 0 E,Riga,1,0,1,0,367,,,,,,,,,,,,,,,,,,,,
660,LEB,Lebanon,-9,1,6,1946-03-10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
570,LES,Lesotho,-9,1,1,1966-10-04,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
570,LES,Lesotho,"Basutoland, Basotho, Sotho",2,1,1823-01-01,1,-9,-9,0,-9,130000,1868,0,130000,127000,1,1,0,1848-02-22,0,2,0,1,0,1,0,1,29 35 06.1 S,28 14 18.4 E,Maseru,1,0,0,0,570,,,,,,,,,,,,,,,,,,,,
570,LES,Lesotho,"Basutoland, Basotho, Sotho",2,1,1852-12-24,0,-9,-9,1,23-02-1854,130000,1868,0,130000,127000,2,0,1,1868-03-12,0,1,0,1,0,1,1,0,29 35 06.1 S,28 14 18.4 E,Maseru,1,0,1,0,570,,,,,,,,,,,,,,,,,,,,
450,LBR,Liberia,-9,1,1,1847-07-26,0,-9,-9,1,26-07-1847,257000,1847,0,2000000,-9,6,1,1,2016-12-31,0,-9,-9,-9,0,1,1,0,6 18 48 N,10 48 5 W,Monrovia,0,0,0,0,450,,,,,,,,,,,,,,,,,,,,
620,LIB,Libya,-9,1,1,1951-12-24,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
620,LIB,Libya,-9,1,1,1816-01-01,0,1711,1,0,-9,250000,1816,0,1000000,100000,2,0,0,1835-12-31,0,1,0,0,0,1,1,0,32 53 14 N,13 11 29 E,Tripoli,1,0,1,0,620,,,,,,,,,,,,,,,,,,,,
223,LIC,Liechtenstein,-9,2,5,1816-01-01,1,1806,1,0,-9,8320,1831,1,-9,-9,2,1,1,2016-12-31,0,-9,-9,-9,0,1,1,0,47 8 24 N,9 33 0 E,Vaduz,0,0,-9,-9,223,,,,,,,,,,,,,,,,,,,,
252,LIP,Lippe,Lippe-Detmold,2,5,1816-01-01,0,1815,1,0,-9,78718,1828,1,-9,-9,2,1,1,1866-08-18,1,3,0,1,0,1,1,0,51 56 16 N,8 53 0 E,Detmold,0,0,0,0,255,260,,,,,,,,,,,,,,,,,,,
368,LIT,Lithuania,-9,1,5,1991-09-06,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
368,LIT,Lithuania,-9,1,5,1918-02-16,0,-9,-9,1,11-12-1917,2'230'000,1920,0,-9,-9,3,0,0,1940-06-15,0,2,0,0,0,1,1,0,54 41 0 N,25 19 0 E,Vilnius,1,0,1,0,368,,,,,,,,,,,,,,,,,,,,
4842,LNG,Loango Kingdom,Vili Kingdom of Loango,3,1,1816-01-01,0,1550,1,0,-9,750000,1886,0,-9,-9,2,0,0,1834-12-31,1,4,1,0,0,1,0,0,1 30 59.9 S,11 49 00.0 E,Bouali,0,1,0,0,490,484,,,,,,,,,,,,,,,,,,,
8122,LPB,Luang Phrabang,-9,3,3,1816-01-01,0,1707,0,0,-9,8000,1650,1,-9,-9,2,0,0,1893-12-31,1,1,0,0,1,1,0,1,19 53 0 N,102 8 0 E,Luang Prabang,1,0,1,0,812,,,,,,,,,,,,,,,,,,,,
4904,LUB,Luba,"Luba-Kunda Empire, Baluba",2,1,1816-01-01,0,1550,1,0,-9,211000,1931,0,2000000,200000,1,0,0,1891-12-31,1,1,0,0,0,1,0,0,7 02 32.6 S,25 46 48.0 E,,1,0,1,0,490,,,,,,,,,,,,,,,,,,,,
276,LUB,Lubeck,Free City of Lubeck,3,5,1816-01-01,0,1815,1,0,-9,36000,1816,0,46000,-9,2,1,1,1866-08-18,0,3,0,1,0,1,1,0,53 52 11 N,10 41 11 E,Lübeck,0,1,0,1,255,260,,,,,,,,,,,,,,,,,,,
336,LUC,Lucca,-9,3,5,1816-01-01,0,1815,0,0,-9,143000,1826,0,158900,-9,2,1,1,1847-10-04,0,2,0,1,0,1,1,0,43 50 30 N,10 30 10 E,Lucca,0,0,0,0,325,,,,,,,,,,,,,,,,,,,,
4902,LUN,Lunda Empire,Rund Kingdom,2,1,1816-01-01,0,1700,1,0,-9,1000000,1810,0,2000000,1000000,1,0,0,1885-12-31,1,2,0,0,0,1,0,1,8 27 13.6 S,22 41 20.8 E,,1,0,1,0,540,490,,,,,,,,,,,,,,,,,,,
8554,LWU,Luwu,Ware,3,3,1816-01-01,0,1300,0,0,-9,-9,-9,1,-9,-9,1,0,0,1906-12-31,1,1,0,0,0,1,1,1,3 0 0 S,120 12 0 E,,-9,-9,1,0,850,,,,,,,,,,,,,,,,,,,,
212,LUX,Luxembourg,-9,1,5,1890-11-23,1,-9,-9,1,01-01-1839,210275,1852,0,211088,200000,2,1,1,1940-05-10,0,2,0,0,0,1,1,0,49 36 38.16 N,6 7 58.08 E,Luxembourg City,0,0,1,0,212,,,,,,,,,,,,,,,,,,,,
212,LUX,Luxembourg,-9,1,5,1944-09-10,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
343,MAC,Macedonia,-9,1,5,1993-04-08,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
580,MAG,Madagascar,-9,1,1,1960-06-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
580,MAG,Madagascar,The Merina Empire the Kingdom of Madagascar the Kingdom of Imerina,2,1,1816-01-01,0,1783,1,0,-9,2500000,1878,0,4000000,800000,1,1,0,1895-12-17,0,1,0,1,0,1,1,1,18 52 44.0 S,47 30 36.4 E,Antananarivo,1,1,1,0,580,,,,,,,,,,,,,,,,,,,,
5203,MTJ,Majeerteen Sultanate,"Migiurtinia Majerteen Majertain Majerteyn Harti, Alula (Mijerteyn)",3,1,1816-01-01,0,1800,1,0,-9,-9,-9,1,-9,-9,6,0,-9,1889-12-31,0,1,0,1,0,1,0,0,11 57 55 N,50 45 22 E,Alula,0,1,0,0,520,,,,,,,,,,,,,,,,,,,,
553,MAW,Malawi,-9,1,1,1964-07-06,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
820,MAL,Malaysia,-9,1,3,1957-08-31,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
