COWNum,COWID,StateName,OtherName,ISD_Category,Region,Start,Start_Am,EStart,EStart_Am,Declare,DecDate,Population,PopDate,PopAm,PopulationHigh,PopulationLow,StartType,StartType_Am,StartSettle,End,End_Am,EndType,EndType_Am,EndSettle,Sovereignty_Am,EuroDip,Borders,Borders_Am,Latitude,Longitude,Capital,VioStart,VioStart_Am,VioEnd,VioEnd_Am,DestinationA,DestinationB,DestinationC,DestinationD,DestinationE,DestinationF,DestinationG,DestinationH,DestinationI,DestinationJ,DestinationK,DestinationL,DestinationM,DestinationN,DestinationO,DestinationP,DestinationQ,DestinationR,DestinationS,DestinationT,DestinationU
4335,SLM,Saloum,Kingdom of Salum,2,1,1816-01-01,0,1600,1,0,-9,80000,1887,0,300000,80000,2,0,0,1865-12-31,1,2,0,0,0,1,0,0,14 09 41 N,16 01 51 W,Kahone,1,0,1,0,433,,,,,,,,,,,,,,,,,,,,
990,WSM,Samoa,-9,1,3,1962-01-01,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
7537,SMP,Sampthar,Samptar,3,2,1816-01-01,0,1762,1,0,-9,30000,1875,1,-9,-9,2,0,0,1817-12-31,1,1,0,1,1,1,0,1,25 50 00 N,78 00 00 E,Samthar,0,1,0,1,750,,,,,,,,,,,,,,,,,,,,
331,SNM,San Marino,-9,1,5,1992-03-02,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
403,STP,Sao Tome and Principe,-9,1,1,1975-07-12,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
824,SWK,Sarawak,-9,3,3,1841-01-01,0,-9,-9,0,-9,300000,1884,0,-9,100000,2,0,1,1888-12-31,0,1,0,1,0,1,0,1,1 33 40 N,110 20 30 E,Kuching,0,0,0,0,820,,,,,,,,,,,,,,,,,,,,
7539,SAW,Sawantvadi,"Sawantwadi, Sawunt waree, Waree, Sawantwari",1,2,1816-01-01,0,1709,1,0,-9,190814,1872,0,-9,-9,2,0,1,1838-12-31,0,1,0,1,0,1,0,1,16 0 0 N,73 45 0 E,Sawantwadi,1,1,0,0,750,,,,,,,,,,,,,,,,,,,,
262,SXA,Saxe-Altenburg,-9,2,5,1826-11-12,0,-9,-9,0,-9,130000,1829,0,-9,-9,4,1,1,1866-08-18,1,3,0,1,1,1,1,0,50 59 6 N,12 26 0 E,Altenburg,0,0,0,0,255,265,,,,,,,,,,,,,,,,,,,
264,SXG,Saxe-Coburg-Gotha,-9,2,5,1826-11-12,0,-9,-9,0,-9,133000,1830,0,-9,130231,4,1,1,1866-08-18,1,3,0,1,0,1,1,0,50 16 0 N,10 58 0 E,Coburg,0,0,0,0,255,265,,,,,,,,,,,,,,,,,,,
266,SXM,Saxe-Meiningen-Hidburghausen,Saxe-Meiningen,2,5,1816-01-01,1,1815,1,0,-9,142064,1831,0,-9,-9,2,1,1,1866-08-18,1,3,0,1,0,1,1,0,50 33 0 N,10 25 0 E,Meiningen,0,0,0,0,255,265,,,,,,,,,,,,,,,,,,,
261,SXW,Saxe-Wiemar-Eisenach,-9,2,5,1816-01-01,0,1815,1,0,-9,191000,1815,0,241046,-9,2,1,1,1866-08-18,1,3,0,1,0,1,1,0,50 59 0 N,11 19 0 E,Weimar,0,0,0,0,255,265,,,,,,,,,,,,,,,,,,,
269,SAX,Saxony,-9,2,5,1816-01-01,0,1815,1,0,-9,1192789,1816,0,-9,-9,2,1,1,1866-10-21,1,2,0,1,0,1,1,0,51 2 0 N,13 44 0 E,Dresden,0,1,1,0,255,265,,,,,,,,,,,,,,,,,,,
274,SCL,Schaumburg-Lippe,-9,3,5,1816-01-01,0,1815,1,0,-9,24000,1816,0,-9,23128,2,1,1,1866-08-18,0,3,1,1,0,1,1,0,52 15 39 N,9 2 57 E,Bûckenburg,1,1,0,1,255,260,,,,,,,,,,,,,,,,,,,
270,SCR,Schwarzburg-Rudolstadt,-9,3,5,1816-01-01,0,1815,1,0,-9,53937,1816,0,62000,-9,2,1,1,1866-08-18,0,3,0,1,0,1,1,0,50 43 1 N,11 19 39 E,Rudolstadt,0,1,0,0,255,265,,,,,,,,,,,,,,,,,,,
268,SCS,Schwarzburg-Sondershausen,-9,3,5,1816-01-01,0,1815,1,0,-9,45125,1816,0,-9,-9,2,1,1,1866-08-18,0,3,0,1,0,1,1,0,51 22 0 N,10 52 0 E,Sondershausen,0,1,0,0,255,265,,,,,,,,,,,,,,,,,,,
4327,SEG,Segou,The Bambara Kingdom of Segou (or Segu),1,1,1816-01-01,0,1712,0,0,-9,200000,1712,0,-9,-9,1,0,0,1861-03-10,0,2,0,0,0,0,0,0,13 27 00 N,06 16 00 W,Ségou,1,1,1,0,432,,,,,,,,,,,,,,,,,,,,
8202,SLG,Selangor,Salengore Salangore,2,3,1816-01-01,0,1766,1,1,01-01-1766,81592,1891,0,-9,-9,2,0,0,1874-12-31,1,1,0,1,0,1,0,1,3 2 0 N,101 27 0 E,Klang,1,1,0,0,820,,,,,,,,,,,,,,,,,,,,
433,SEN,Senegal,-9,1,1,1960-08-20,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
345,SER,Serbia,Yugoslavia,1,5,1878-07-13,0,-9,-9,0,-9,700000,1878,0,1700000,-9,2,0,1,1941-04-14,0,2,1,1,0,1,1,0,44 49 0 N,20 28 0 E,Belgrade,1,0,1,0,345,,,,,,,,,,,,,,,,,,,,
591,SEY,Seychelles,-9,1,1,1976-06-29,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
6255,SHI,Shilluk Kingdom,Collo (or Chollo) Kingdom,3,1,1816-01-01,0,1700,1,0,-9,500000,1860,0,100000,100000,1,0,0,1863-12-31,0,1,0,0,0,0,0,1,9 53 17.8 N,32 06 33.2 E,Kodok,1,0,1,0,625,626,,,,,,,,,,,,,,,,,,,
5303,SHO,Shoa,Shewa,2,1,1816-01-01,0,1813,1,0,-9,1250000,1844,0,450000,-9,2,0,0,1889-11-03,0,3,1,1,0,0,0,1,9 35 51.2 N,39 44 13.4 E,Ankober,1,0,1,0,530,,,,,,,,,,,,,,,,,,,,
8533,SIA,Siak,-9,1,3,1816-01-01,0,1717,0,0,-9,17000,1864,1,-9,-9,2,0,0,1858-12-31,0,1,0,1,0,1,0,1,0 32 0 N,101 27 0 E,,1,0,0,0,850,,,,,,,,,,,,,,,,,,,,
451,SIE,Sierra Leone,-9,1,1,1961-04-27,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
4328,SKO,Sikasso,-9,3,1,1816-01-01,0,1750,0,0,-9,100000,1898,0,-9,-9,1,1,-9,1898-05-01,0,1,0,0,0,1,0,1,11 19 0 N,5 40 0 W,Sikasso,1,0,1,0,432,,,,,,,,,,,,,,,,,,,,
761,SIK,Sikkim,Sikhim,2,2,1816-01-01,0,1642,0,1,01-01-1642,60916,1891,0,-9,59014,1,1,1,1861-01-01,1,1,0,1,0,1,0,1,27 25 12 N,88 34 48 E,,0,1,0,1,750,,,,,,,,,,,,,,,,,,,,
7693,SID,Sind,"(of the) Mirs, Sindh, Scindia, Sinde, Sindhu",2,2,1816-01-01,0,1763,0,0,-9,105000,1875,0,1772367,105000,2,0,1,1843-06-14,1,1,0,1,0,1,0,1,25 22 45 N,68 22 6 E,,1,0,1,0,770,,,,,,,,,,,,,,,,,,,,
830,SIN,Singapore,-9,1,3,1965-08-09,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
7568,SNB,Singhbhum,"Singboom, Porahat",3,2,1816-01-01,0,1742,1,0,-9,66227,1820,0,-9,-9,2,1,0,1820-12-31,0,1,0,1,0,1,0,1,22 36 0 N,85 26 0 E,Porahat,0,1,0,1,750,,,,,,,,,,,,,,,,,,,,
7571,SIR,Sirohi,"Sarohi, (of the) Deoras",1,2,1816-01-01,0,1707,1,1,-9,55000,1875,0,142903,-9,2,0,0,1823-09-11,0,1,0,1,1,1,0,1,24 53 6 N,72 51 45 E,Sirohi,1,1,0,1,750,,,,,,,,,,,,,,,,,,,,
4383,SIS,Sise Empire,Moriuledugu Kingdom Madina Kingdom,3,1,1835-01-01,0,-9,-9,0,-9,-9,-9,1,-9,-9,1,0,0,1881-12-31,0,2,0,0,0,0,0,1,10 39 03.7 N,9 25 10.5 W,Madina,1,0,1,0,438,,,,,,,,,,,,,,,,,,,,
317,SLO,Slovakia,-9,1,5,1993-01-01,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
349,SLV,Slovenia,-9,1,5,1992-01-15,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
4751,SOK,Sokoto Caliphate,Sokoto-Gando Empire,1,1,1816-01-01,0,1804,0,0,-9,6000000,1916,0,10000000,-9,2,0,0,1903-03-15,0,1,0,0,0,1,0,1,13 00 16.1 N,5 14 47.0 E,Sokoto,1,0,1,0,475,436,471,,,,,,,,,,,,,,,,,,
940,SOL,Solomon Islands,-9,1,3,1978-07-07,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
520,SOM,Somalia,-9,1,1,1960-07-01,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
560,SAF,South Africa,Union of South Africa,1,1,1885-01-10,1,-9,-9,0,-9,6078000,1910,0,6078000,-9,2,1,1,2016-12-31,0,-9,-9,-9,0,1,1,0,25 44 46 S,28 11 17 E,Pretoria,0,0,-9,-9,560,,,,,,,,,,,,,,,,,,,,
732,ROK,South Korea,-9,1,3,1949-06-29,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
626,SSD,South Sudan,-9,1,1,2011-07-09,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
230,SPN,Spain,-9,1,5,1816-01-01,0,16-01-1556,1,0,-9,12'203'000,1820,0,-9,-9,4,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,40 25 0 N,3 43 0 W,Madrid,0,0,-9,-9,230,,,,,,,,,,,,,,,,,,,,
780,SRI,Sri Lanka,-9,1,2,1948-02-04,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
60,SKN,St. Kitts and Nevis,-9,1,4,1983-09-19,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
56,SLU,St. Lucia,-9,1,4,1979-02-22,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
57,SVG,St. Vincent and the Grenadines,-9,1,4,1979-10-27,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
625,SUD,Sudan,-9,1,1,1956-01-01,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
625,SUD,Sudan,"Nubia Dervish Empire, Mahdist State",2,1,1885-06-01,0,-9,-9,1,25-01-1885,1500000,1904,0,8500000,1500000,2,1,0,1898-09-02,0,1,0,0,0,1,1,0,15 38 35.3 N,32 29 06.0 E,Khartoum,1,0,1,0,625,,,,,,,,,,,,,,,,,,,,
5332,AWS,Sultanate of Aussa,Awsa Sultanate,3,1,1816-01-01,0,1734,0,0,-9,100000,1894,0,-9,-9,2,0,0,1944-12-31,0,2,0,0,0,0,0,1,11 34 0 N,41 26 0 E,Aussa,1,0,1,0,530,,,,,,,,,,,,,,,,,,,,
8403,MGU,Sultanate of Maguindanao,-9,3,3,1816-01-01,0,1515,1,0,-9,60000,1800,0,180000,25000,1,0,0,1861-12-31,1,1,0,0,0,1,0,1,7 13 12 N,124 14 0 E,Cotabato City/Kuta Watu,0,0,0,0,840,,,,,,,,,,,,,,,,,,,,
8401,SUL,Sulu Sultanate,"Sooloo, Jolo",1,3,1816-01-01,0,1450,0,0,-9,60000,1812,0,200000,-9,1,1,0,1851-12-31,1,1,0,1,0,1,0,1,5 55 48 N,121 1 48 E,Maimbung,0,1,1,0,840,,,,,,,,,,,,,,,,,,,,
115,SUR,Suriname,-9,1,4,1975-11-25,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
572,SWA,Swazi Kingdom,Swaziland,1,1,1816-01-01,0,1750,1,0,-9,66'160,1850,0,-9,-9,1,0,0,1894-12-31,0,1,0,1,0,1,0,0,26 30 0 S,31 30 0 E,Mbabane,0,0,0,0,572,,,,,,,,,,,,,,,,,,,,
572,SWA,Swaziland,-9,1,1,1968-09-06,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
380,SWD,Sweden,-9,1,5,1816-01-01,0,06-06-1523,0,0,-9,2'573'000,1820,0,-9,-9,2,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,59 21 0 N,18 4 0 E,Stockholm,1,0,-9,-9,380,385,,,,,,,,,,,,,,,,,,,
225,SWZ,Switzerland,-9,1,5,1816-01-01,0,20-11-1815,0,0,-9,1'986'000,1820,0,-9,-9,3,0,1,2016-12-31,0,-9,-9,-9,0,1,1,0,46 57 0 N,7 27 0 E,Bern,0,0,-9,-9,225,,,,,,,,,,,,,,,,,,,,
652,SYR,Syria,-9,1,6,1946-04-17,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,1958-01-02,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
652,SYR,Syria,-9,1,6,1961-09-29,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
8572,TAB,Tabanan,Tabannan,3,3,1816-01-01,0,1660,1,-9,-9,200000,1837,1,-9,-9,3,0,-9,1906-12-31,0,1,0,1,0,1,0,0,8 33 4.13 S,115 7 17.81 E,Tabanan,0,0,0,0,850,,,,,,,,,,,,,,,,,,,,
713,TAW,Taiwan,-9,1,3,1949-12-08,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
702,TAJ,Tajikistan,-9,1,2,1991-12-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
8217,TAM,Tampin,-9,3,3,1836-01-01,1,-9,-9,-9,-9,84889,2010,1,-9,-9,2,0,0,1887-12-31,0,1,0,1,1,1,0,1,2 29 23 N,102 14 15 E,Tampin,1,0,0,0,820,,,,,,,,,,,,,,,,,,,,
510,TAZ,Tanzania,-9,1,1,1961-12-09,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
6257,TEG,Tegali Kingdom,Nuba Tegali (Takali or Taqali) Kingdom,3,1,1816-01-01,0,1780,1,0,-9,3180000,1920,0,-9,-9,1,0,0,1884-12-31,0,2,0,1,0,1,0,0,12 09 15.9 N,31 15 48.9 E,Rashad,1,0,1,0,625,,,,,,,,,,,,,,,,,,,,
4841,TEK,Teke Kingdom,"Tio Macoco (Makoko) Anziku (Ansiku) Kingdom, Bateke (Anzico)",3,1,1816-01-01,0,1535,1,0,-9,500000,1883,0,2000000,-9,1,0,0,1883-12-31,0,1,0,1,0,1,0,0,3 59 56.1 S,15 26 10.7 E,,1,0,0,0,484,490,,,,,,,,,,,,,,,,,,,
4399,TNG,Tenkodogo,-9,3,1,1816-01-01,0,1400,1,0,-9,120000,1958,1,-9,-9,2,1,0,1896-12-31,0,1,0,0,0,1,0,0,11 47 0 N,0 22 0 W,,1,0,1,0,439,,,,,,,,,,,,,,,,,,,,
8225,TER,Terengganu,"Tringano, Tringanu, Trengganu",2,3,1816-01-01,0,1760,1,0,-9,100000,1895,0,154073,-9,2,0,0,1909-10-03,0,1,0,1,1,1,0,1,5 19 45 N,103 8 10 E,Terengganu,0,1,0,0,820,,,,,,,,,,,,,,,,,,,,
7,TEX,Texas,The Lone Star State,2,4,1837-03-03,1,-9,-9,1,02-03-1836,65000,1836,0,212592,65000,2,0,1,1846-02-19,1,4,0,1,0,1,1,0,30 16 0 N,97 44 0 W,Austin,1,1,0,0,2,,,,,,,,,,,,,,,,,,,,
800,THI,Thailand,Siam,1,3,1816-01-01,0,1351,1,0,-9,2000000,1810,0,-9,-9,2,0,0,2016-12-31,0,-9,-9,-9,0,1,1,1,13 45 9 N,100 29 39 E,Bangkok,1,0,-9,-9,800,,,,,,,,,,,,,,,,,,,,
7910,TBT,Tibet,"Outer Tibet, central Tibet",2,2,1912-04-01,0,-9,-9,1,01-01-1913,1000000,1951,0,1150000,-9,2,0,1,1951-05-23,0,2,0,1,1,1,1,1,29 39 0 N,91 7 0 E,Lhasa,1,0,1,0,710,,,,,,,,,,,,,,,,,,,,
5304,TIG,Tigray,"Tegray, Tegre, Tigre",2,1,1816-01-01,0,1750,1,0,-9,-9,-9,0,-9,-9,2,0,0,1855-12-31,0,2,0,0,1,1,1,1,14 10 00 N,38 54 00 E,Adwa,-9,-9,1,0,530,,,,,,,,,,,,,,,,,,,,
461,TOG,Togo,-9,1,1,1960-04-27,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
4321,TOK,Tokolor,Tukolor (or Toucouleur) Empire,1,1,1848-01-01,0,-9,-9,0,-9,1000000,1852,0,1000000,400000,2,1,0,1893-04-29,0,1,0,0,0,1,0,0,13 25 51.0 N,6 15 14.4 W,Segu,1,0,1,0,432,433,438,,,,,,,,,,,,,,,,,,
955,TON,Tonga,-9,1,3,1970-06-04,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
955,TON,Tonga,Kingdom of Tonga,3,3,1845-01-01,1,1100,1,-9,-9,18000,1850,1,-9,-9,4,0,-9,1900-12-31,0,1,0,1,0,1,1,1,21 8 0 S,175 12 0 W,Nuku'alofa,1,1,0,0,955,,,,,,,,,,,,,,,,,,,,
7527,TNK,Tonk,-9,3,2,1816-01-01,0,1798,1,0,-9,182000,1875,0,-9,-9,1,0,1,1817-12-31,0,1,0,1,1,1,0,1,26 10 12 N,75 46 48 E,Tonk,1,0,0,1,750,,,,,,,,,,,,,,,,,,,,
5005,TOR,Toro,Butoro,3,1,1830-01-01,1,-9,-9,1,-9,200000,1962,1,-9,-9,2,0,1,1900-12-31,0,1,0,1,0,1,0,1,0 36 0 N,30 18 0 E,,1,0,0,0,500,,,,,,,,,,,,,,,,,,,,
563,TRA,Transvaal,Transvaal Republic or South African Republic,2,1,1852-01-17,1,-9,-9,0,-9,275000,1874,0,1040000,100000,5,1,1,1877-04-12,0,1,0,1,0,1,1,0,25 44 46 S,28 11 17 E,Pretoria,1,0,1,0,560,,,,,,,,,,,,,,,,,,,,
4354,TRZ,Trarza Emirate,Trarza Sultanate Trarza Moors,3,1,1816-01-01,0,1700,1,0,-9,50000,1848,1,30000,30000,2,1,0,1904-12-31,0,1,-9,1,0,1,0,0,16 30 46 N,15 48 18 W,Rosso,1,0,1,0,435,,,,,,,,,,,,,,,,,,,,
52,TRI,Trinidad and Tobago,-9,1,4,1962-08-31,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
616,TUN,Tunisia,-9,1,1,1956-03-20,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
616,TUN,Tunisia,Ifriqiyyah,1,1,1816-01-01,0,1705,1,0,-9,1000000,1838,0,2000000,800000,2,0,0,1881-05-12,0,1,0,1,0,1,1,1,36 48 23 N,10 10 54 E,Tunis,0,0,1,0,616,,,,,,,,,,,,,,,,,,,,
640,TUR,Turkey,Ottoman  Empire,1,6,1816-01-01,0,29-5-1453,0,0,-9,17143859,1884,1,-9,-9,1,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,41 0 49 N,28 57 18 E,Istanbul,1,0,-9,-9,640,350,360,355,339,346,345,341,359,343,645,620,651,652,660,666,663,371,372,670,690
701,TKM,Turkmenistan,-9,1,2,1991-12-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
337,TUS,Tuscany,-9,1,5,1816-01-01,0,1815,1,0,-9,1700000,1839,0,-9,-9,2,1,1,1860-03-31,0,3,0,0,0,1,1,0,43 47 0 N,11 15 0 E,Florence,0,0,0,0,325,,,,,,,,,,,,,,,,,,,,
947,TUV,Tuvalu,-9,1,3,1978-10-01,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
329,SIC,Two Sicilies,-9,1,5,1816-01-01,0,1815,1,0,-9,8000000,1839,0,-9,-9,2,1,1,1860-10-31,0,3,0,0,0,1,1,0,40 50 42 N,14 15 30 E,Napels,0,0,1,0,325,,,,,,,,,,,,,,,,,,,,
7513,UPR,Udaipur,"Mewar, Oudeepoor, Oudeypour",2,2,1816-01-01,0,1710,1,1,01-01-1710,1161400,1875,0,1494220,-9,2,0,1,1818-12-31,0,1,0,1,0,1,0,1,24 34 48 N,73 40 48 E,Udaipur,1,0,1,1,750,,,,,,,,,,,,,,,,,,,,
500,UGA,Uganda,-9,1,1,1962-10-09,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
369,UKR,Ukraine,-9,1,5,1991-12-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
696,UAE,United Arab Emirates,-9,1,6,1971-12-02,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
200,UKG,United Kingdom,-9,1,5,1816-01-01,0,1066,0,0,-9,21'239'000,1820,0,-9,-9,1,0,0,2016-12-31,0,-9,-9,-9,0,1,1,0,51 30 26 N,0 7 39 W,London,1,0,-9,-9,200,205,,,,,,,,,,,,,,,,,,,
89,UPC,United Provinces of Central America,Central American Republic,2,4,1823-07-01,1,-9,-9,1,11-07-1823,1227000,1820,0,1572000,-9,4,0,1,1840-03-21,1,4,0,1,1,-9,1,1,14 36 48 N,90 32 7 W,Guatemala City,0,1,1,0,90,91,92,93,94,,,,,,,,,,,,,,,,
2,USA,United States of America,-9,1,4,1816-01-01,0,3-9-1783,0,1,04-07-1776,9'980'510,1820,0,-9,-9,5,0,1,2016-12-31,0,-9,-9,-9,0,1,1,0,38 53 0 N,77 1 0 W,Washington D.C.,1,0,-9,-9,2,,,,,,,,,,,,,,,,,,,,
5109,UNY,Unyanyembe,-9,3,1,1816-01-01,0,-9,-9,0,-9,-9,-9,0,-9,-9,-9,-9,0,1892-10-30,0,1,0,1,0,1,0,1,3 36 0 S,33 45 0 E,Unyanyembe,0,1,1,0,510,,,,,,,,,,,,,,,,,,,,
5105,URA,Urambo,-9,3,1,1860-01-01,0,-9,-9,0,-9,4000000,-9,0,-9,-9,1,0,0,1890-12-31,0,4,0,1,0,1,0,0,5 04 38.9 S,32 04 15.2 E,,0,0,1,0,510,,,,,,,,,,,,,,,,,,,,
165,URU,Uruguay,-9,1,4,1828-08-27,1,-9,0,0,-9,132'000,1850,0,-9,-9,2,0,1,2016-12-31,0,-9,-9,-9,0,1,1,0,34 53 0 S,56 10 0 W,Montevideo,1,0,-9,-9,165,,,,,,,,,,,,,,,,,,,,
516,BUR,Urundi,Brundi kingdom,1,1,1816-01-01,0,1700,1,0,-9,2000000,1879,0,-9,-9,1,0,0,1890-07-01,0,1,0,1,0,1,0,0,3 23 0 S,29 22 0 E,Bujumburq,1,0,1,0,516,,,,,,,,,,,,,,,,,,,,
704,UZB,Uzbekistan,-9,1,2,1991-12-26,0,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2016-12-31,0,-9,-9,-9,0,-9,-9,-9,-9,-9,,-9,-9,-9,-9,,,,,,,,,,,,,,,,,,,,,
